Gene	LogFC	V4	m210_1
FAM182B	-0.048756573	ensembl_havana	protein_coding
CEP120	-0.048764891	ensembl_havana	protein_coding
CRLF1	-0.048771879	ensembl_havana	protein_coding
DNAH1	-0.048815287	ensembl_havana	protein_coding
LRRC37A3	-0.048955925	ensembl_havana	protein_coding
ATRNL1	-0.049011545	ensembl_havana	protein_coding
LGMN	-0.049041614	ensembl_havana	protein_coding
STRADA	-0.049140852	ensembl_havana	protein_coding
PITPNM1	-0.049258005	ensembl_havana	protein_coding
TRIM65	-0.049318724	ensembl_havana	protein_coding
YTHDC2	-0.049443036	ensembl_havana	protein_coding
PABPN1	-0.049460076	ensembl_havana	protein_coding
ST20	-0.049463416	ensembl_havana	protein_coding
RPS14	-0.049511585	ensembl_havana	protein_coding
ADAM8	-0.049567353	ensembl_havana	protein_coding
HSD17B13	-0.049567353	ensembl_havana	protein_coding
OFCC1	-0.049567353	ensembl_havana	protein_coding
LRIG2	-0.049656593	ensembl_havana	protein_coding
CCDC34	-0.049685428	ensembl_havana	protein_coding
THOC3	-0.049720314	ensembl_havana	protein_coding
ZNF263	-0.049820598	ensembl_havana	protein_coding
H2AFY	-0.049874172	ensembl_havana	protein_coding
HYPM	-0.049929906	ensembl_havana	protein_coding
BRMS1	-0.049977119	ensembl_havana	protein_coding
KCNC4	-0.050080162	ensembl_havana	protein_coding
ABHD12B	-0.050087974	ensembl_havana	protein_coding
ACTA2	-0.050121937	ensembl_havana	protein_coding
NXPH4	-0.050139354	ensembl_havana	protein_coding
DPF3	-0.050139354	ensembl_havana	protein_coding
MUC5AC	-0.050139354	havana	protein_coding
ARHGAP23	-0.050139354	ensembl_havana	protein_coding
SMS	-0.050212958	ensembl_havana	protein_coding
TUBGCP4	-0.050265806	ensembl_havana	protein_coding
RRP1	-0.050378696	ensembl_havana	protein_coding
CLHC1	-0.05042564	ensembl_havana	protein_coding
RRAS	-0.050432608	ensembl_havana	protein_coding
MRPL12	-0.050432991	ensembl_havana	protein_coding
FHL1	-0.050436424	ensembl_havana	protein_coding
TPX2	-0.050651566	ensembl_havana	protein_coding
NUP37	-0.050664398	ensembl_havana	protein_coding
SNRPG	-0.050808118	ensembl_havana	protein_coding
MB	-0.050824874	ensembl_havana	protein_coding
SYNE3	-0.050880704	ensembl_havana	protein_coding
COG6	-0.050943281	ensembl_havana	protein_coding
APBB3	-0.050986905	ensembl_havana	protein_coding
ATP2C2	-0.051002647	ensembl_havana	protein_coding
SNRPA1	-0.051028358	ensembl_havana	protein_coding
ARHGDIB	-0.051348437	ensembl_havana	protein_coding
CYTH3	-0.051455744	ensembl_havana	protein_coding
KLF13	-0.051566732	ensembl_havana	protein_coding
FBXL16	-0.051611909	ensembl_havana	protein_coding
PFDN5	-0.051670852	ensembl_havana	protein_coding
PPP1R3F	-0.051670889	ensembl_havana	protein_coding
KIFC1	-0.051884792	ensembl_havana	protein_coding
SPON1	-0.051993636	ensembl_havana	protein_coding
GTSE1	-0.052047073	ensembl_havana	protein_coding
GNB3	-0.052066637	ensembl_havana	protein_coding
ALS2CR11	-0.052066637	ensembl_havana	protein_coding
CPAMD8	-0.052066637	ensembl_havana	protein_coding
ELFN1	-0.052066637	ensembl_havana	protein_coding
LDB2	-0.052100778	ensembl_havana	protein_coding
MRPL11	-0.052303611	ensembl_havana	protein_coding
ING5	-0.052305085	ensembl_havana	protein_coding
PDCD7	-0.052344926	ensembl_havana	protein_coding
METTL10	-0.052419554	ensembl_havana	protein_coding
FRYL	-0.052447121	ensembl_havana	protein_coding
ZHX2	-0.052484432	ensembl_havana	protein_coding
FUT3	-0.052507699	ensembl_havana	protein_coding
TRIM47	-0.052510919	ensembl_havana	protein_coding
FUCA2	-0.052516633	ensembl_havana	protein_coding
FAXDC2	-0.052609911	ensembl_havana	protein_coding
ABI2	-0.052649746	ensembl_havana	protein_coding
LMAN2	-0.05274987	ensembl_havana	protein_coding
SIDT2	-0.052836132	ensembl_havana	protein_coding
COG2	-0.052955328	ensembl_havana	protein_coding
ERBB2	-0.052989305	ensembl_havana	protein_coding
PSMB3	-0.053085567	ensembl_havana	protein_coding
HYOU1	-0.053174223	ensembl_havana	protein_coding
GTF2H3	-0.053184387	ensembl_havana	protein_coding
DGKA	-0.053189069	ensembl_havana	protein_coding
EHBP1L1	-0.053201116	ensembl_havana	protein_coding
ASH2L	-0.053270831	ensembl_havana	protein_coding
TRIM41	-0.053350815	ensembl_havana	protein_coding
TPR	-0.053411177	ensembl_havana	protein_coding
EVA1C	-0.053495659	ensembl_havana	protein_coding
KRT13	-0.053500489	ensembl_havana	protein_coding
NTMT1	-0.053501907	ensembl_havana	protein_coding
SCAMP3	-0.053573139	ensembl_havana	protein_coding
AP3S2	-0.053639063	ensembl_havana	protein_coding
UBE3B	-0.053673848	ensembl_havana	protein_coding
METTL12	-0.053701343	ensembl_havana	protein_coding
SLC25A53	-0.053757141	ensembl_havana	protein_coding
CACNA2D2	-0.05394398	ensembl_havana	protein_coding
ABHD17B	-0.054049836	ensembl_havana	protein_coding
COG1	-0.05405723	ensembl_havana	protein_coding
SPSB1	-0.054219459	ensembl_havana	protein_coding
NXN	-0.05432117	ensembl_havana	protein_coding
SOX2	-0.054332659	ensembl_havana	protein_coding
MINK1	-0.054355779	ensembl_havana	protein_coding
PCNA	-0.054531096	ensembl_havana	protein_coding
IMPDH2	-0.054541303	ensembl_havana	protein_coding
LCA5L	-0.054546419	ensembl_havana	protein_coding
DALRD3	-0.054569971	ensembl_havana	protein_coding
DLX2	-0.054602812	ensembl_havana	protein_coding
PEAR1	-0.054602812	ensembl_havana	protein_coding
HIST1H4D	-0.054622272	ensembl_havana	protein_coding
AMD1	-0.054662575	ensembl_havana	protein_coding
PTK2	-0.054701387	ensembl_havana	protein_coding
CRLF3	-0.054743472	ensembl_havana	protein_coding
FNDC3A	-0.05475677	ensembl_havana	protein_coding
BCS1L	-0.054778694	ensembl_havana	protein_coding
TRMT6	-0.054850716	ensembl_havana	protein_coding
TMEM109	-0.054959293	ensembl_havana	protein_coding
ADGRL3	-0.054973354	ensembl_havana	protein_coding
DISC1	-0.054984413	ensembl_havana	protein_coding
AR	-0.055024737	ensembl_havana	protein_coding
RCOR2	-0.05503852	ensembl_havana	protein_coding
TPO	-0.05505754	ensembl_havana	protein_coding
DNAAF1	-0.05505754	ensembl_havana	protein_coding
RGS14	-0.05505754	ensembl_havana	protein_coding
NUDT3	-0.055127038	ensembl_havana	protein_coding
PSIP1	-0.055380809	ensembl_havana	protein_coding
PGS1	-0.055390194	ensembl_havana	protein_coding
ITSN1	-0.055471587	ensembl_havana	protein_coding
C1QL4	-0.055502061	ensembl_havana	protein_coding
IFI27L1	-0.055549009	ensembl_havana	protein_coding
MTMR6	-0.05555382	ensembl_havana	protein_coding
CASS4	-0.055679164	ensembl_havana	protein_coding
MRPL2	-0.055680635	ensembl_havana	protein_coding
ATP5I	-0.055719705	ensembl_havana	protein_coding
SERF2	-0.055783623	ensembl_havana	protein_coding
RPL29	-0.055957059	ensembl_havana	protein_coding
LDHD	-0.055999421	ensembl_havana	protein_coding
CPPED1	-0.056007666	ensembl_havana	protein_coding
MPG	-0.056076815	ensembl_havana	protein_coding
MRPL34	-0.056135909	ensembl_havana	protein_coding
LRRC3	-0.056187293	ensembl_havana	protein_coding
ZCWPW2	-0.056187293	ensembl_havana	protein_coding
ADAP2	-0.056189658	ensembl_havana	protein_coding
KIAA1671	-0.056237303	ensembl_havana	protein_coding
PRSS16	-0.056455906	ensembl_havana	protein_coding
PCDHB14	-0.056515722	ensembl_havana	protein_coding
FAM50B	-0.056559245	ensembl_havana	protein_coding
OXLD1	-0.056784508	ensembl_havana	protein_coding
TRANK1	-0.056859622	ensembl_havana	protein_coding
TMEM255B	-0.057010253	ensembl_havana	protein_coding
AGR3	-0.057060439	ensembl_havana	protein_coding
NAT8L	-0.057068719	ensembl_havana	protein_coding
PTRHD1	-0.057108311	ensembl_havana	protein_coding
SLC43A1	-0.057143834	ensembl_havana	protein_coding
RPS9	-0.057255775	ensembl_havana	protein_coding
F13A1	-0.057335107	ensembl_havana	protein_coding
TEX19	-0.057498871	ensembl_havana	protein_coding
MICALL2	-0.057539231	ensembl_havana	protein_coding
VASN	-0.057555796	ensembl_havana	protein_coding
TWISTNB	-0.057555827	ensembl_havana	protein_coding
ATG4D	-0.057655264	ensembl_havana	protein_coding
ETF1	-0.057660491	ensembl_havana	protein_coding
VPS25	-0.057799691	ensembl_havana	protein_coding
RHBDL1	-0.057835867	ensembl_havana	protein_coding
HSD17B7	-0.057855288	ensembl_havana	protein_coding
SOWAHC	-0.057922163	ensembl_havana	protein_coding
ORMDL2	-0.058223851	ensembl_havana	protein_coding
C8orf59	-0.05826022	ensembl_havana	protein_coding
EYS	-0.05840851	ensembl_havana	protein_coding
IRF2BPL	-0.05853046	ensembl_havana	protein_coding
LLGL2	-0.058541486	ensembl_havana	protein_coding
CARS	-0.058596695	ensembl_havana	protein_coding
AMMECR1	-0.058638018	ensembl_havana	protein_coding
GPI	-0.058649418	ensembl_havana	protein_coding
SP2	-0.0586813	ensembl_havana	protein_coding
INO80E	-0.058699781	ensembl_havana	protein_coding
ARHGAP44	-0.058760761	ensembl_havana	protein_coding
PDE10A	-0.058810908	ensembl_havana	protein_coding
FCRLB	-0.058810908	ensembl_havana	protein_coding
SYCE3	-0.058810908	ensembl_havana	protein_coding
BMF	-0.058901057	ensembl_havana	protein_coding
RPS26	-0.058956431	ensembl_havana	protein_coding
NMNAT2	-0.05906478	ensembl_havana	protein_coding
SRGAP3	-0.05906478	ensembl_havana	protein_coding
ATP5G3	-0.059232095	ensembl_havana	protein_coding
C17orf67	-0.059247442	ensembl_havana	protein_coding
DNAJC4	-0.059314908	ensembl_havana	protein_coding
A1BG	-0.059392574	ensembl_havana	protein_coding
RP11-894J14.5	-0.059392574	havana	protein_coding
UBTD1	-0.059402699	ensembl_havana	protein_coding
BTBD18	-0.059402699	ensembl_havana	protein_coding
PCDHGA11	-0.059402699	ensembl_havana	protein_coding
C11orf74	-0.059446868	ensembl_havana	protein_coding
PIGW	-0.059662222	ensembl_havana	protein_coding
NOC2L	-0.059780685	ensembl_havana	protein_coding
RBX1	-0.059812669	ensembl_havana	protein_coding
VAMP3	-0.059875809	ensembl_havana	protein_coding
MCM4	-0.059890149	ensembl_havana	protein_coding
TMEM105	-0.059966252	ensembl_havana	protein_coding
AKR1C1	-0.060052048	ensembl_havana	protein_coding
MSRB2	-0.060058247	ensembl_havana	protein_coding
ERP27	-0.060065222	ensembl_havana	protein_coding
S100A6	-0.060072171	ensembl_havana	protein_coding
UTP3	-0.060238981	ensembl_havana	protein_coding
SIGMAR1	-0.060253572	ensembl_havana	protein_coding
ZNF512	-0.060255966	ensembl_havana	protein_coding
RSAD1	-0.060303273	ensembl_havana	protein_coding
BCAS3	-0.060369135	ensembl_havana	protein_coding
TIMP4	-0.060472778	ensembl_havana	protein_coding
FAM212B	-0.060540337	ensembl_havana	protein_coding
METTL4	-0.060692466	ensembl_havana	protein_coding
ZNF682	-0.060701859	ensembl_havana	protein_coding
IQCA1	-0.060832395	ensembl_havana	protein_coding
ADAMTS6	-0.060837687	ensembl_havana	protein_coding
RNF126	-0.060878217	ensembl_havana	protein_coding
ZNF768	-0.060878217	ensembl_havana	protein_coding
BAD	-0.060933352	ensembl_havana	protein_coding
FHL3	-0.060981645	ensembl_havana	protein_coding
ARSA	-0.06105308	ensembl_havana	protein_coding
GHR	-0.06116906	ensembl_havana	protein_coding
MTSS1L	-0.06116906	ensembl_havana	protein_coding
SLC29A2	-0.061220062	ensembl_havana	protein_coding
WDR54	-0.061242393	ensembl_havana	protein_coding
PLD2	-0.06147905	ensembl_havana	protein_coding
POU2F1	-0.061520697	ensembl_havana	protein_coding
EPB41L5	-0.061557142	ensembl_havana	protein_coding
IPPK	-0.061728223	ensembl_havana	protein_coding
FLVCR2	-0.061731238	ensembl_havana	protein_coding
SMPD2	-0.061825475	ensembl_havana	protein_coding
PIAS4	-0.061853704	ensembl_havana	protein_coding
MEP1B	-0.061855119	ensembl_havana	protein_coding
MFSD14C	-0.061874999	ensembl_havana	protein_coding
TAOK2	-0.061946468	ensembl_havana	protein_coding
PIDD1	-0.061946468	ensembl_havana	protein_coding
PGAM1	-0.061997592	ensembl_havana	protein_coding
TEX261	-0.062025771	ensembl_havana	protein_coding
BNIP3	-0.0620987	ensembl_havana	protein_coding
CLIP2	-0.062141607	ensembl_havana	protein_coding
RHOC	-0.062201391	ensembl_havana	protein_coding
RALA	-0.062237335	ensembl_havana	protein_coding
CD55	-0.062268053	ensembl_havana	protein_coding
ROGDI	-0.062323508	ensembl_havana	protein_coding
UQCC2	-0.062349601	ensembl_havana	protein_coding
DSG2	-0.062381291	ensembl_havana	protein_coding
HUS1	-0.062381799	ensembl_havana	protein_coding
CACNB2	-0.062418153	ensembl_havana	protein_coding
SORBS3	-0.062436591	ensembl_havana	protein_coding
VSIG10L	-0.062440653	ensembl_havana	protein_coding
UBE3A	-0.062632252	ensembl_havana	protein_coding
SMC6	-0.062665149	ensembl_havana	protein_coding
PLPP3	-0.062725003	ensembl_havana	protein_coding
ZSWIM7	-0.062775537	ensembl_havana	protein_coding
RBM12B	-0.062801253	ensembl_havana	protein_coding
ZNF428	-0.062838674	ensembl_havana	protein_coding
MYLK2	-0.062853147	ensembl_havana	protein_coding
SLC45A3	-0.062853147	ensembl_havana	protein_coding
FLRT2	-0.062853147	ensembl_havana	protein_coding
EXOC3L4	-0.062853147	ensembl_havana	protein_coding
AC092835.2	-0.062853147	havana	protein_coding
POLR3A	-0.062900741	ensembl_havana	protein_coding
ARHGAP29	-0.062930636	ensembl_havana	protein_coding
ITGB7	-0.062942366	ensembl_havana	protein_coding
GP1BA	-0.063005316	ensembl_havana	protein_coding
ACP6	-0.063124292	ensembl_havana	protein_coding
ENKD1	-0.063135687	ensembl_havana	protein_coding
DDX46	-0.06314546	ensembl_havana	protein_coding
CACNA1G	-0.063174594	ensembl_havana	protein_coding
NOX1	-0.063174594	ensembl_havana	protein_coding
APBA3	-0.063174594	ensembl_havana	protein_coding
TRHDE	-0.063174594	ensembl_havana	protein_coding
CPB2	-0.063174594	ensembl_havana	protein_coding
FYB	-0.063174594	ensembl_havana	protein_coding
SLA2	-0.063174594	ensembl_havana	protein_coding
HCK	-0.063174594	ensembl_havana	protein_coding
ACP5	-0.063174594	ensembl_havana	protein_coding
FGF9	-0.063174594	ensembl_havana	protein_coding
CRYM	-0.063174594	ensembl_havana	protein_coding
ICAM5	-0.063174594	ensembl_havana	protein_coding
HOXA1	-0.063174594	ensembl_havana	protein_coding
NPTX2	-0.063174594	ensembl_havana	protein_coding
CRYBA1	-0.063174594	ensembl_havana	protein_coding
FHL5	-0.063174594	ensembl_havana	protein_coding
CLIC5	-0.063174594	ensembl_havana	protein_coding
VIPR1	-0.063174594	ensembl_havana	protein_coding
ARG1	-0.063174594	ensembl_havana	protein_coding
CASQ2	-0.063174594	ensembl_havana	protein_coding
RASL11A	-0.063174594	ensembl_havana	protein_coding
MATN4	-0.063174594	ensembl_havana	protein_coding
KIF25	-0.063174594	ensembl_havana	protein_coding
IL37	-0.063174594	ensembl_havana	protein_coding
BEST3	-0.063174594	ensembl_havana	protein_coding
RNF112	-0.063174594	ensembl_havana	protein_coding
ALDH1A2	-0.063174594	ensembl_havana	protein_coding
HIGD1B	-0.063174594	ensembl_havana	protein_coding
MTUS2	-0.063174594	ensembl_havana	protein_coding
SFTPD	-0.063174594	ensembl_havana	protein_coding
ANO3	-0.063174594	ensembl_havana	protein_coding
SPRY2	-0.063174594	ensembl_havana	protein_coding
ADAMTS7	-0.063174594	ensembl_havana	protein_coding
BRDT	-0.063174594	ensembl_havana	protein_coding
RDH12	-0.063174594	ensembl_havana	protein_coding
TPGS1	-0.063174594	ensembl_havana	protein_coding
CASQ1	-0.063174594	ensembl_havana	protein_coding
RORC	-0.063174594	ensembl_havana	protein_coding
ADGRG7	-0.063174594	ensembl_havana	protein_coding
MEGF10	-0.063174594	ensembl_havana	protein_coding
SLC25A48	-0.063174594	ensembl_havana	protein_coding
CNPY1	-0.063174594	ensembl_havana	protein_coding
ESAM	-0.063174594	ensembl_havana	protein_coding
AKAP6	-0.063174594	ensembl_havana	protein_coding
KCNJ16	-0.063174594	ensembl_havana	protein_coding
ISL2	-0.063174594	ensembl_havana	protein_coding
ICOSLG	-0.063174594	ensembl_havana	protein_coding
COX6B2	-0.063174594	ensembl_havana	protein_coding
S100A1	-0.063174594	ensembl_havana	protein_coding
CHRNB2	-0.063174594	ensembl_havana	protein_coding
CLRN1	-0.063174594	ensembl_havana	protein_coding
SGCD	-0.063174594	ensembl_havana	protein_coding
ZNF540	-0.063174594	ensembl_havana	protein_coding
SLC2A14	-0.063174594	ensembl_havana	protein_coding
HOXB2	-0.063174594	ensembl_havana	protein_coding
CLVS1	-0.063174594	ensembl_havana	protein_coding
TRIM72	-0.063174594	ensembl_havana	protein_coding
SHISA3	-0.063174594	ensembl_havana	protein_coding
KCTD4	-0.063174594	ensembl_havana	protein_coding
OR8D4	-0.063174594	ensembl_havana	protein_coding
USH1G	-0.063174594	ensembl_havana	protein_coding
RESP18	-0.063174594	ensembl_havana	protein_coding
PAPPA	-0.063174594	ensembl_havana	protein_coding
MX2	-0.063174594	ensembl_havana	protein_coding
CDNF	-0.063174594	ensembl_havana	protein_coding
OR2V1	-0.063174594	ensembl_havana	protein_coding
ROR1	-0.063174594	ensembl_havana	protein_coding
RGS9BP	-0.063174594	ensembl_havana	protein_coding
OR10H1	-0.063174594	havana	protein_coding
TMEM256-PLSCR3	-0.063174594	ensembl_havana	protein_coding
HES4	-0.063174594	ensembl_havana	protein_coding
QRFP	-0.063174594	ensembl_havana	protein_coding
SYCP1	-0.063174594	ensembl_havana	protein_coding
RORB	-0.063174594	ensembl_havana	protein_coding
LILRB3	-0.063174594	ensembl_havana	protein_coding
CDKL4	-0.063174594	ensembl_havana	protein_coding
CCDC144NL	-0.063174594	ensembl_havana	protein_coding
PDF	-0.063174594	ensembl_havana	protein_coding
RP11-574F21.3	-0.063174594	havana	protein_coding
AC007040.11	-0.063174594	havana	protein_coding
RP11-371E8.4	-0.063174594	havana	protein_coding
FDX1L	-0.063174594	ensembl_havana	protein_coding
CEACAM20	-0.063174594	ensembl_havana	protein_coding
AL596220.1	-0.063174594	ensembl	protein_coding
AC006026.2	-0.063174594	ensembl	protein_coding
AL049872.1	-0.063174594	ensembl	protein_coding
AL139333.1	-0.063174594	ensembl	protein_coding
SETD6	-0.063229962	ensembl_havana	protein_coding
FAIM	-0.063380224	ensembl_havana	protein_coding
PYM1	-0.06339877	ensembl_havana	protein_coding
B3GALNT2	-0.063560989	ensembl_havana	protein_coding
ACRV1	-0.063683691	ensembl_havana	protein_coding
SSH3	-0.063728255	ensembl_havana	protein_coding
PDGFB	-0.063738017	ensembl_havana	protein_coding
ARCN1	-0.063753092	ensembl_havana	protein_coding
ERO1B	-0.0638094	ensembl_havana	protein_coding
SENP3	-0.063828309	ensembl_havana	protein_coding
PCDH9	-0.063876335	ensembl_havana	protein_coding
PLEKHA3	-0.063921898	ensembl_havana	protein_coding
MESDC2	-0.063977504	ensembl_havana	protein_coding
HELZ	-0.064088309	ensembl_havana	protein_coding
C11orf49	-0.064171404	ensembl_havana	protein_coding
FAM162A	-0.064259449	ensembl_havana	protein_coding
MPP3	-0.064349517	ensembl_havana	protein_coding
SYDE2	-0.064353355	ensembl_havana	protein_coding
SDR16C5	-0.064388334	ensembl_havana	protein_coding
EPHA2	-0.064418494	ensembl_havana	protein_coding
USP44	-0.064527495	ensembl_havana	protein_coding
PNPLA3	-0.064556197	ensembl_havana	protein_coding
DMGDH	-0.064628604	ensembl_havana	protein_coding
TNNI1	-0.064628604	ensembl_havana	protein_coding
C1orf101	-0.064628604	ensembl_havana	protein_coding
EMP2	-0.064729952	ensembl_havana	protein_coding
EBPL	-0.064758367	ensembl_havana	protein_coding
BTBD3	-0.064903355	ensembl_havana	protein_coding
BOK	-0.065147613	ensembl_havana	protein_coding
